NominalCode,Date,Narrative,Amount
810200 - Curriculum Materials,06/07/2024,Reception - Curriculum Materials,40.32
810200 - Curriculum Materials,06/08/2024,Reception - Curriculum Materials,44.8
810200 - Curriculum Materials,06/19/2024,Reception - Curriculum Materials,451.6
810200 - Curriculum Materials,06/22/2024,Reception - Curriculum Materials,193.69
810200 - Curriculum Materials,09/28/2023,Reception - Curriculum Materials,93.97
810200 - Curriculum Materials,10/19/2023,Reception - Curriculum Materials,9.4
820150 - Educational software & licences,09/01/2023,Renaissance Primary Literacy Licence ,6825.78
810100 - Books,11/16/2023,Books,78.03
810100 - Books,11/16/2023,Books,137.19
810100 - Books,11/16/2023,Books,183.57
810100 - Books,11/17/2023,Books,47.97
810100 - Books,11/17/2023,Books,70.01
810100 - Books,11/17/2023,Books,72.18
810100 - Books,11/23/2023,Books,51.33
810100 - Books,11/28/2023,Books,178.91
810100 - Books,11/30/2023,Books,98.03
810100 - Books,01/25/2024,Books,112.98
810100 - Books,01/27/2024,Books,410.69
710100 - Building Repair and Maintenance,09/01/2023, Roller Shutters Service Contract,3206.38
710100 - Building Repair and Maintenance,08/31/2024,Auto door rollover service,2445.54
855420 - Speech & Language Therapist,09/30/2023,S&L Therapy ,2600
855420 - Speech & Language Therapist,10/31/2023,S&L Therapy ,2400
855420 - Speech & Language Therapist,11/30/2023,S&L Therapy ,2500
855420 - Speech & Language Therapist,12/31/2023,S&L Therapy ,2600
855420 - Speech & Language Therapist,01/31/2024,S&L Therapy ,2800
855420 - Speech & Language Therapist,02/29/2024,S&L Therapy ,3200
855420 - Speech & Language Therapist,03/31/2024,S&L Therapy ,2800
855420 - Speech & Language Therapist,04/30/2024,S&L Therapy ,2600
855420 - Speech & Language Therapist,05/31/2024,S&L Therapy ,3200
855420 - Speech & Language Therapist,06/30/2024,S&L Therapy ,2800
855420 - Speech & Language Therapist,07/31/2024,S&L Therapy ,2600
820370 - ICT Software (not capital),08/31/2024,Finance MIS,19346.95
525300 - Catering income from pupils,09/06/2023,Catering income from pupils,-1461.26
525300 - Catering income from pupils,09/13/2023,Catering income from pupils,-12437.75
525300 - Catering income from pupils,09/21/2023,Catering income from pupils,-8659.6
525300 - Catering income from pupils,09/27/2023,Catering income from pupils,-3563.12
525300 - Catering income from pupils,09/27/2023,Catering income from pupils,-173.6
525300 - Catering income from pupils,10/04/2023,Catering income from pupils,-6793.93
525300 - Catering income from pupils,10/04/2023,Catering income from pupils,-90.39
525300 - Catering income from pupils,10/11/2023,Catering income from pupils,-8076.38
525300 - Catering income from pupils,10/12/2023,Catering income from pupils,-4.3
525300 - Catering income from pupils,10/19/2023,Catering income from pupils,-5258.6
525300 - Catering income from pupils,10/27/2023,Catering income from pupils,-3219.09
525300 - Catering income from pupils,11/01/2023,Catering income from pupils,-3600.78
525300 - Catering income from pupils,11/08/2023,Catering income from pupils,-5123.73
525300 - Catering income from pupils,11/15/2023,Catering income from pupils,-7617.63
525300 - Catering income from pupils,11/16/2023,Catering income from pupils,-180.77
525300 - Catering income from pupils,11/18/2023,Catering income from pupils,-94.69
525300 - Catering income from pupils,11/22/2023,Catering income from pupils,-4487.44
525300 - Catering income from pupils,11/29/2023,Catering income from pupils,-5984.21
525300 - Catering income from pupils,11/29/2023,Catering income from pupils,-143.47
525300 - Catering income from pupils,11/29/2023,Catering income from pupils,-66.36
525300 - Catering income from pupils,12/01/2023,Catering income from pupils,-89.67
525300 - Catering income from pupils,12/06/2023,Catering income from pupils,-7167.11
525300 - Catering income from pupils,12/09/2023,Catering income from pupils,-133.43
525300 - Catering income from pupils,12/13/2023,Catering income from pupils,-5772.59
525300 - Catering income from pupils,12/13/2023,Catering income from pupils,-21.52
525300 - Catering income from pupils,12/20/2023,Catering income from pupils,-3714.68
525300 - Catering income from pupils,12/27/2023,Catering income from pupils,-1531.92
525300 - Catering income from pupils,12/29/2023,Catering income from pupils,-66.36
525300 - Catering income from pupils,01/09/2024,Catering income from pupils,-305.59
525300 - Catering income from pupils,01/10/2024,Catering income from pupils,-3237.98
525300 - Catering income from pupils,01/10/2024,Catering income from pupils,-47.35
525300 - Catering income from pupils,01/12/2024,Catering income from pupils,-124.82
525300 - Catering income from pupils,01/17/2024,Catering income from pupils,-8386.09
525300 - Catering income from pupils,01/17/2024,Catering income from pupils,-38.74
525300 - Catering income from pupils,01/24/2024,Catering income from pupils,-4880.19
525300 - Catering income from pupils,01/24/2024,Catering income from pupils,-326.04
525300 - Catering income from pupils,01/30/2024,Catering income from pupils,-66.36
525300 - Catering income from pupils,01/31/2024,Catering income from pupils,-6455.69
525300 - Catering income from pupils,01/31/2024,Catering income from pupils,-21.52
525300 - Catering income from pupils,02/07/2024,Catering income from pupils,-6675.38
525300 - Catering income from pupils,02/10/2024,Catering income from pupils,-55.88
525300 - Catering income from pupils,02/14/2024,Catering income from pupils,-6571.9
525300 - Catering income from pupils,02/14/2024,Catering income from pupils,-17.93
525300 - Catering income from pupils,02/21/2024,Catering income from pupils,-1254.66
525300 - Catering income from pupils,02/23/2024,Catering income from pupils,-159.25
525300 - Catering income from pupils,02/28/2024,Catering income from pupils,-4227.57
525300 - Catering income from pupils,03/01/2024,Catering income from pupils,-66.36
525300 - Catering income from pupils,03/05/2024,Catering income from pupils,-5749.43
525300 - Catering income from pupils,03/14/2024,Catering income from pupils,-6018.46
525300 - Catering income from pupils,03/14/2024,Catering income from pupils,-17.93
525300 - Catering income from pupils,03/15/2024,Catering income from pupils,-55.88
525300 - Catering income from pupils,03/21/2024,Catering income from pupils,-4670.36
525300 - Catering income from pupils,03/28/2024,Catering income from pupils,-3555.23
525300 - Catering income from pupils,03/29/2024,Catering income from pupils,-66.36
525300 - Catering income from pupils,04/04/2024,Catering income from pupils,-4174.85
525300 - Catering income from pupils,04/04/2024,Catering income from pupils,-4.3
525300 - Catering income from pupils,04/12/2024,Catering income from pupils,-3724.17
525300 - Catering income from pupils,04/12/2024,Catering income from pupils,-17.93
525300 - Catering income from pupils,04/17/2024,Catering income from pupils,-55.88
525300 - Catering income from pupils,04/18/2024,Catering income from pupils,-845.41
525300 - Catering income from pupils,04/25/2024,Catering income from pupils,-2674.49
525300 - Catering income from pupils,04/25/2024,Catering income from pupils,-17.22
525300 - Catering income from pupils,04/25/2024,Catering income from pupils,-9.86
525300 - Catering income from pupils,04/27/2024,Catering income from pupils,-4.3
525300 - Catering income from pupils,05/02/2024,Catering income from pupils,-6495.5
525300 - Catering income from pupils,05/02/2024,Catering income from pupils,-66.36
525300 - Catering income from pupils,05/02/2024,Catering income from pupils,-12.91
525300 - Catering income from pupils,05/10/2024,Catering income from pupils,-2967.89
525300 - Catering income from pupils,05/15/2024,Catering income from pupils,-55.88
525300 - Catering income from pupils,05/16/2024,Catering income from pupils,-4195.1
525300 - Catering income from pupils,05/16/2024,Catering income from pupils,-22.24
525300 - Catering income from pupils,05/23/2024,Catering income from pupils,-3916.6
525300 - Catering income from pupils,05/25/2024,Catering income from pupils,-4.3
525300 - Catering income from pupils,05/30/2024,Catering income from pupils,-66.36
525300 - Catering income from pupils,05/31/2024,Catering income from pupils,-5637.18
525300 - Catering income from pupils,06/06/2024,Catering income from pupils,-2809
525300 - Catering income from pupils,06/06/2024,Catering income from pupils,-43.04
525300 - Catering income from pupils,06/12/2024,Catering income from pupils,-89.67
525300 - Catering income from pupils,06/13/2024,Catering income from pupils,-5136.27
525300 - Catering income from pupils,06/13/2024,Catering income from pupils,-17.93
525300 - Catering income from pupils,06/14/2024,Catering income from pupils,-269.01
525300 - Catering income from pupils,06/15/2024,Catering income from pupils,-55.88
525300 - Catering income from pupils,06/20/2024,Catering income from pupils,-3805.41
525300 - Catering income from pupils,06/20/2024,Catering income from pupils,-8.61
525300 - Catering income from pupils,06/20/2024,Catering income from pupils,-4.3
525300 - Catering income from pupils,06/23/2024,Catering income from pupils,-4.3
525300 - Catering income from pupils,06/27/2024,Catering income from pupils,-5736.92
525300 - Catering income from pupils,06/27/2024,Catering income from pupils,-8.61
525300 - Catering income from pupils,06/28/2024,Catering income from pupils,-43.04
525300 - Catering income from pupils,06/29/2024,Catering income from pupils,-66.36
525300 - Catering income from pupils,06/30/2024,Catering income from pupils,-8.61
525300 - Catering income from pupils,07/04/2024,Catering income from pupils,-5850.78
525300 - Catering income from pupils,07/04/2024,Catering income from pupils,-14.8
525300 - Catering income from pupils,07/04/2024,Catering income from pupils,-8.61
525300 - Catering income from pupils,07/11/2024,Catering income from pupils,-3832.87
525300 - Catering income from pupils,07/11/2024,Catering income from pupils,-17.93
525300 - Catering income from pupils,07/11/2024,Catering income from pupils,-8.61
525300 - Catering income from pupils,07/18/2024,Catering income from pupils,-1798.1
525300 - Catering income from pupils,07/18/2024,Catering income from pupils,-8.61
525300 - Catering income from pupils,07/21/2024,Catering income from pupils,-4.3
525300 - Catering income from pupils,07/25/2024,Catering income from pupils,-4099.54
525300 - Catering income from pupils,07/31/2024,Catering income from pupils,-66.36
525300 - Catering income from pupils,08/02/2024,Catering income from pupils,-1247.49
525300 - Catering income from pupils,08/08/2024,Catering income from pupils,-185.8
525300 - Catering income from pupils,08/15/2024,Catering income from pupils,-237.8
525300 - Catering income from pupils,08/15/2024,Catering income from pupils,-55.88
525300 - Catering income from pupils,08/15/2024,Catering income from pupils,-17.93
525300 - Catering income from pupils,08/22/2024,Catering income from pupils,-42.68
525300 - Catering income from pupils,08/30/2024,Catering income from pupils,-101.69
530400 - Sale of uniforms,09/13/2023,Sale of uniforms,-81.52
530400 - Sale of uniforms,09/13/2023,Sale of uniforms,-46.19
530400 - Sale of uniforms,09/13/2023,Sale of uniforms,-13.59
530400 - Sale of uniforms,09/13/2023,Sale of uniforms,-13.59
530400 - Sale of uniforms,09/14/2023,Sale of uniforms,-8.15
530400 - Sale of uniforms,09/21/2023,Sale of uniforms,-19.02
530400 - Sale of uniforms,09/21/2023,Sale of uniforms,-16.3
530400 - Sale of uniforms,09/21/2023,Sale of uniforms,-81.52
530400 - Sale of uniforms,09/21/2023,Sale of uniforms,-54.35
530400 - Sale of uniforms,09/27/2023,Sale of uniforms,-163.04
530400 - Sale of uniforms,09/27/2023,Sale of uniforms,-292.11
530400 - Sale of uniforms,09/27/2023,Sale of uniforms,-8.15
530400 - Sale of uniforms,10/04/2023,Sale of uniforms,-29.89
530400 - Sale of uniforms,10/04/2023,Sale of uniforms,-8.15
530400 - Sale of uniforms,10/04/2023,Sale of uniforms,-8.15
530400 - Sale of uniforms,10/11/2023,Sale of uniforms,-38.04
530400 - Sale of uniforms,10/11/2023,Sale of uniforms,-46.19
530400 - Sale of uniforms,10/11/2023,Sale of uniforms,-46.19
530400 - Sale of uniforms,10/11/2023,Sale of uniforms,-29.89
530400 - Sale of uniforms,10/19/2023,Sale of uniforms,-35.32
530400 - Sale of uniforms,10/27/2023,Sale of uniforms,-59.78
530400 - Sale of uniforms,10/27/2023,Sale of uniforms,-8.15
530400 - Sale of uniforms,11/01/2023,Sale of uniforms,-8.15
530400 - Sale of uniforms,11/08/2023,Sale of uniforms,-8.15
530400 - Sale of uniforms,11/15/2023,Sale of uniforms,-46.19
530400 - Sale of uniforms,11/15/2023,Sale of uniforms,-81.52
530400 - Sale of uniforms,11/22/2023,Sale of uniforms,-40.76
530400 - Sale of uniforms,12/06/2023,Sale of uniforms,-19.02
530400 - Sale of uniforms,12/06/2023,Sale of uniforms,-29.89
530400 - Sale of uniforms,12/13/2023,Sale of uniforms,-29.89
530400 - Sale of uniforms,12/13/2023,Sale of uniforms,-13.59
530400 - Sale of uniforms,12/20/2023,Sale of uniforms,-19.02
530400 - Sale of uniforms,12/20/2023,Sale of uniforms,-8.15
530400 - Sale of uniforms,12/27/2023,Sale of uniforms,-81.52
530400 - Sale of uniforms,01/17/2024,Sale of uniforms,-57.06
530400 - Sale of uniforms,01/24/2024,Sale of uniforms,-190.21
530400 - Sale of uniforms,01/31/2024,Sale of uniforms,-8.15
530400 - Sale of uniforms,02/06/2024,Sale of uniforms,-8.15
530400 - Sale of uniforms,02/27/2024,Sale of uniforms,-81.52
530400 - Sale of uniforms,03/05/2024,Sale of uniforms,-19.02
530400 - Sale of uniforms,03/14/2024,Sale of uniforms,-8.15
530400 - Sale of uniforms,03/28/2024,Sale of uniforms,-32.61
530400 - Sale of uniforms,04/04/2024,Sale of uniforms,-40.76
530400 - Sale of uniforms,04/25/2024,Sale of uniforms,-28.53
530400 - Sale of uniforms,04/25/2024,Sale of uniforms,-16.3
530400 - Sale of uniforms,04/25/2024,Sale of uniforms,-135.86
530400 - Sale of uniforms,04/25/2024,Sale of uniforms,-46.19
530400 - Sale of uniforms,05/02/2024,Sale of uniforms,-46.19
530400 - Sale of uniforms,05/02/2024,Sale of uniforms,-46.19
530400 - Sale of uniforms,05/16/2024,Sale of uniforms,-57.06
530400 - Sale of uniforms,05/31/2024,Sale of uniforms,-35.32
530400 - Sale of uniforms,06/06/2024,Sale of uniforms,-27.17
530400 - Sale of uniforms,06/06/2024,Sale of uniforms,-38.04
530400 - Sale of uniforms,06/06/2024,Sale of uniforms,-48.91
530400 - Sale of uniforms,06/13/2024,Sale of uniforms,-190.21
530400 - Sale of uniforms,06/13/2024,Sale of uniforms,-141.3
530400 - Sale of uniforms,06/13/2024,Sale of uniforms,-8.15
530400 - Sale of uniforms,06/27/2024,Sale of uniforms,-65.21
530400 - Sale of uniforms,06/27/2024,Sale of uniforms,-157.6
530400 - Sale of uniforms,06/29/2024,Sale of uniforms,-40.76
530400 - Sale of uniforms,07/04/2024,Sale of uniforms,-16.3
530400 - Sale of uniforms,07/07/2024,Sale of uniforms,-46.19
530400 - Sale of uniforms,07/11/2024,Sale of uniforms,-46.19
530400 - Sale of uniforms,07/18/2024,Sale of uniforms,-57.06
530400 - Sale of uniforms,07/18/2024,Sale of uniforms,-35.32
530400 - Sale of uniforms,07/18/2024,Sale of uniforms,-27.17
530400 - Sale of uniforms,07/25/2024,Sale of uniforms,-38.04
530400 - Sale of uniforms,08/02/2024,Sale of uniforms,-46.19
530400 - Sale of uniforms,08/02/2024,Sale of uniforms,-62.5
810200 - Curriculum Materials,02/02/2024,Science - Curriculum Materials,71.74
810200 - Curriculum Materials,03/26/2024,Science - Curriculum Materials,11.91
810200 - Curriculum Materials,03/26/2024,Science - Curriculum Materials,14.33
810200 - Curriculum Materials,03/26/2024,Science - Curriculum Materials,15.48
810200 - Curriculum Materials,03/26/2024,Science - Curriculum Materials,15.48
810200 - Curriculum Materials,03/26/2024,Science - Curriculum Materials,15.48
810200 - Curriculum Materials,03/26/2024,Science - Curriculum Materials,16.48
810200 - Curriculum Materials,03/26/2024,Science - Curriculum Materials,16.48
810200 - Curriculum Materials,03/26/2024,Science - Curriculum Materials,34.77
810200 - Curriculum Materials,03/26/2024,Science - Curriculum Materials,34.77
810200 - Curriculum Materials,03/26/2024,Science - Curriculum Materials,39.13
810200 - Curriculum Materials,03/26/2024,Science - Curriculum Materials,41.18
810200 - Curriculum Materials,03/26/2024,Science - Curriculum Materials,53.16
810200 - Curriculum Materials,03/26/2024,Science - Curriculum Materials,98.98
810200 - Curriculum Materials,03/31/2024,Science - Curriculum Materials,38.7
810200 - Curriculum Materials,04/15/2024,Science - Curriculum Materials,14.33
810200 - Curriculum Materials,07/11/2024,Science - Curriculum Materials,34.04
810200 - Curriculum Materials,07/14/2024,Science - Curriculum Materials,14.33
675600 - DBS checks - teachers,09/01/2023,DBS check,244.55
520100 - LA - SEN,09/16/2023,SEN - High Needs,-52993
520100 - LA - SEN,10/11/2023,SEN - High Needs,-62854
520100 - LA - SEN,11/16/2023,SEN - High Needs,-62854
520100 - LA - SEN,01/16/2024,SEN - High Needs,-62538
520100 - LA - SEN,03/16/2024,SEN - High Needs,-52984
520100 - LA - SEN,05/16/2024,SEN - High Needs,-42593
520100 - LA - SEN,06/16/2024,SEN - High Needs,-52890
520100 - LA - SEN,06/27/2024,SEN - High Needs,-52684
520100 - LA - SEN,07/04/2024,SEN - High Needs,-52864
520100 - LA - SEN,08/16/2024,SEN - High Needs,-52600
675600 - DBS checks - teachers,10/20/2023,DBS check,733.66
675600 - DBS checks - teachers,01/01/2024,DBS check,733.66
675600 - DBS checks - teachers,05/31/2024,DBS check,978.22
675600 - DBS checks - teachers,06/01/2024,DBS check,1467.32
810200 - Curriculum Materials,10/14/2023,SEN - Curriculum Materials,1712.69
810200 - Curriculum Materials,11/22/2023,SEN - Curriculum Materials,71.74
810200 - Curriculum Materials,12/02/2023,SEN - Curriculum Materials,37.32
810200 - Curriculum Materials,12/04/2023,SEN - Curriculum Materials,5.67
810200 - Curriculum Materials,12/04/2023,SEN - Curriculum Materials,15.82
810200 - Curriculum Materials,12/04/2023,SEN - Curriculum Materials,22.13
810200 - Curriculum Materials,12/05/2023,SEN - Curriculum Materials,128.25
810200 - Curriculum Materials,01/20/2024,SEN - Curriculum Materials,293.65
810200 - Curriculum Materials,06/07/2024,SEN - Curriculum Materials,11.15
810200 - Curriculum Materials,06/07/2024,SEN - Curriculum Materials,25.39
810200 - Curriculum Materials,06/07/2024,SEN - Curriculum Materials,31.29
810200 - Curriculum Materials,06/07/2024,SEN - Curriculum Materials,53.77
810200 - Curriculum Materials,06/07/2024,SEN - Curriculum Materials,59.68
810200 - Curriculum Materials,06/08/2024,SEN - Curriculum Materials,17.92
810200 - Curriculum Materials,06/08/2024,SEN - Curriculum Materials,19.69
810200 - Curriculum Materials,06/08/2024,SEN - Curriculum Materials,20.89
810200 - Curriculum Materials,06/08/2024,SEN - Curriculum Materials,22.26
810200 - Curriculum Materials,06/08/2024,SEN - Curriculum Materials,32.86
810200 - Curriculum Materials,06/08/2024,SEN - Curriculum Materials,54.38
710100 - Building Repair and Maintenance,10/11/2023,Shutter maintenane ,1358.63
710100 - Building Repair and Maintenance,03/13/2024,Shutter maintenane ,1358.63
710100 - Building Repair and Maintenance,08/25/2024,Shutter maintenane ,1358.63
760250 - Refuse Removal,12/16/2023,Skip Hire,1983.61
760250 - Refuse Removal,03/28/2023,Skip Hire,1983.61
760250 - Refuse Removal,08/26/2024,Skip Hire,3967.21
855200 - Personnel/HR,09/30/2023,Quastionaire,1086.91
855200 - Personnel/HR,10/10/2023,Quastionaire,760.84
855200 - Personnel/HR,10/24/2023,Quastionaire,1086.91
855200 - Personnel/HR,10/31/2023,Quastionaire,434.76
855200 - Personnel/HR,11/21/2023,Quastionaire,869.53
855200 - Personnel/HR,12/12/2023,Quastionaire,652.14
855200 - Personnel/HR,01/31/2024,Quastionaire,108.69
855200 - Personnel/HR,02/28/2024,Quastionaire,869.53
855200 - Personnel/HR,05/08/2024,Quastionaire,434.76
855200 - Personnel/HR,06/12/2024,Quastionaire,543.45
855200 - Personnel/HR,07/10/2024,Quastionaire,1086.91
855200 - Personnel/HR,08/07/2024,Quastionaire,978.22
510400 - PE & Sport Grants,11/08/2023,ESFA - PE and Sport Premium,-7500
510400 - PE & Sport Grants,05/10/2024,ESFA PE and Sport Premium,-7500
835100 - Subscriptions,07/03/2024,SSAT Membership ,1820.57
675650 - Staff training - teachers,09/01/2023,Staff training - teachers,10869.07
675650 - Staff training - teachers,09/28/2023,Staff training - teachers,2173.81
675650 - Staff training - teachers,12/11/2023,Staff training - teachers,1630.36
675651 - Staff training - others,12/14/2023,Staff training - teachers,4347.63
675650 - Staff training - teachers,01/05/2024,Staff training - teachers,1086.91
675650 - Staff training - teachers,01/31/2024,Staff training - teachers,3532.45
675650 - Staff training - teachers,02/10/2024,Staff training - teachers,543.45
675650 - Staff training - teachers,02/22/2024,Staff training - teachers,2309.68
675650 - Staff training - teachers,03/10/2024,Staff training - teachers,1521.67
675650 - Staff training - teachers,03/15/2024,Staff training - teachers,1902.09
675651 - Staff training - others,03/17/2024,Staff training - teachers,2445.54
675650 - Staff training - teachers,03/30/2024,Staff training - teachers,543.45
675650 - Staff training - teachers,04/19/2024,Staff training - teachers,543.45
675651 - Staff training - others,05/24/2024,Staff training - teachers,10869.07
675650 - Staff training - teachers,08/16/2024,Staff training - teachers,12472.71
530200 - Catering inc (visitors & staf),09/07/2023,STAFF Dinner/Breakfast charges,-9.86
530200 - Catering inc (visitors & staf),09/08/2023,STAFF Dinner/Breakfast charges,-59.18
530200 - Catering inc (visitors & staf),09/09/2023,STAFF Dinner/Breakfast charges,-4.93
530200 - Catering inc (visitors & staf),09/12/2023,STAFF Dinner/Breakfast charges,-4.93
530200 - Catering inc (visitors & staf),09/13/2023,STAFF Dinner/Breakfast charges,-62.77
530200 - Catering inc (visitors & staf),09/14/2023,STAFF Dinner/Breakfast charges,-14.8
530200 - Catering inc (visitors & staf),09/15/2023,STAFF Dinner/Breakfast charges,-29.59
530200 - Catering inc (visitors & staf),09/16/2023,STAFF Dinner/Breakfast charges,-34.52
530200 - Catering inc (visitors & staf),09/20/2023,STAFF Dinner/Breakfast charges,-19.73
530200 - Catering inc (visitors & staf),09/21/2023,STAFF Dinner/Breakfast charges,-4.93
530200 - Catering inc (visitors & staf),09/22/2023,STAFF Dinner/Breakfast charges,-19.73
530200 - Catering inc (visitors & staf),09/23/2023,STAFF Dinner/Breakfast charges,-19.73
530200 - Catering inc (visitors & staf),09/26/2023,STAFF Dinner/Breakfast charges,-9.86
530200 - Catering inc (visitors & staf),09/27/2023,STAFF Dinner/Breakfast charges,-76.22
530200 - Catering inc (visitors & staf),09/27/2023,STAFF Dinner/Breakfast charges,-69.05
530200 - Catering inc (visitors & staf),09/28/2023,STAFF Dinner/Breakfast charges,-9.86
530200 - Catering inc (visitors & staf),09/29/2023,STAFF Dinner/Breakfast charges,-24.66
530200 - Catering inc (visitors & staf),09/30/2023,STAFF Dinner/Breakfast charges,-4.93
530200 - Catering inc (visitors & staf),10/03/2023,STAFF Dinner/Breakfast charges,-502.15
530200 - Catering inc (visitors & staf),10/03/2023,STAFF Dinner/Breakfast charges,-215.21
530200 - Catering inc (visitors & staf),10/03/2023,STAFF Dinner/Breakfast charges,-14.8
530200 - Catering inc (visitors & staf),10/04/2023,STAFF Dinner/Breakfast charges,-4.93
530200 - Catering inc (visitors & staf),10/05/2023,STAFF Dinner/Breakfast charges,-9.86
530200 - Catering inc (visitors & staf),10/06/2023,STAFF Dinner/Breakfast charges,-14.8
530200 - Catering inc (visitors & staf),10/10/2023,STAFF Dinner/Breakfast charges,-9.86
530200 - Catering inc (visitors & staf),10/11/2023,STAFF Dinner/Breakfast charges,-85.19
530200 - Catering inc (visitors & staf),10/11/2023,STAFF Dinner/Breakfast charges,-4.93
530200 - Catering inc (visitors & staf),10/12/2023,STAFF Dinner/Breakfast charges,-14.17
530200 - Catering inc (visitors & staf),10/14/2023,STAFF Dinner/Breakfast charges,-29.59
530200 - Catering inc (visitors & staf),10/18/2023,STAFF Dinner/Breakfast charges,-93.7
530200 - Catering inc (visitors & staf),10/19/2023,STAFF Dinner/Breakfast charges,-26.9
530200 - Catering inc (visitors & staf),10/19/2023,STAFF Dinner/Breakfast charges,-4.93
530200 - Catering inc (visitors & staf),10/20/2023,STAFF Dinner/Breakfast charges,-34.52
530200 - Catering inc (visitors & staf),10/24/2023,STAFF Dinner/Breakfast charges,-4.93
530200 - Catering inc (visitors & staf),11/02/2023,STAFF Dinner/Breakfast charges,-4.93
530200 - Catering inc (visitors & staf),11/03/2023,STAFF Dinner/Breakfast charges,-9.86
530200 - Catering inc (visitors & staf),11/04/2023,STAFF Dinner/Breakfast charges,-9.86
530200 - Catering inc (visitors & staf),11/07/2023,STAFF Dinner/Breakfast charges,-19.73
530200 - Catering inc (visitors & staf),11/08/2023,STAFF Dinner/Breakfast charges,-58.29
530200 - Catering inc (visitors & staf),11/08/2023,STAFF Dinner/Breakfast charges,-49.32
530200 - Catering inc (visitors & staf),11/09/2023,STAFF Dinner/Breakfast charges,-19.73
530200 - Catering inc (visitors & staf),11/10/2023,STAFF Dinner/Breakfast charges,-69.05
530200 - Catering inc (visitors & staf),11/15/2023,STAFF Dinner/Breakfast charges,-29.59
530200 - Catering inc (visitors & staf),11/16/2023,STAFF Dinner/Breakfast charges,-14.8
530200 - Catering inc (visitors & staf),11/16/2023,STAFF Dinner/Breakfast charges,-9.86
530200 - Catering inc (visitors & staf),11/17/2023,STAFF Dinner/Breakfast charges,-9.86
530200 - Catering inc (visitors & staf),11/22/2023,STAFF Dinner/Breakfast charges,-95.5
530200 - Catering inc (visitors & staf),11/22/2023,STAFF Dinner/Breakfast charges,-9.86
530200 - Catering inc (visitors & staf),11/24/2023,STAFF Dinner/Breakfast charges,-59.18
530200 - Catering inc (visitors & staf),11/25/2023,STAFF Dinner/Breakfast charges,-39.45
530200 - Catering inc (visitors & staf),11/28/2023,STAFF Dinner/Breakfast charges,-9.86
530200 - Catering inc (visitors & staf),11/28/2023,STAFF Dinner/Breakfast charges,-9.86
530200 - Catering inc (visitors & staf),11/29/2023,STAFF Dinner/Breakfast charges,-111.19
530200 - Catering inc (visitors & staf),11/29/2023,STAFF Dinner/Breakfast charges,-98.64
530200 - Catering inc (visitors & staf),11/29/2023,STAFF Dinner/Breakfast charges,-44.39
530200 - Catering inc (visitors & staf),11/30/2023,STAFF Dinner/Breakfast charges,-9.86
530200 - Catering inc (visitors & staf),12/01/2023,STAFF Dinner/Breakfast charges,-83.84
530200 - Catering inc (visitors & staf),12/02/2023,STAFF Dinner/Breakfast charges,-39.45
530200 - Catering inc (visitors & staf),12/05/2023,STAFF Dinner/Breakfast charges,-9.86
530200 - Catering inc (visitors & staf),12/06/2023,STAFF Dinner/Breakfast charges,-181.58
530200 - Catering inc (visitors & staf),12/06/2023,STAFF Dinner/Breakfast charges,-69.05
530200 - Catering inc (visitors & staf),12/08/2023,STAFF Dinner/Breakfast charges,-4.93
530200 - Catering inc (visitors & staf),12/09/2023,STAFF Dinner/Breakfast charges,-14.8
530200 - Catering inc (visitors & staf),12/13/2023,STAFF Dinner/Breakfast charges,-98.64
530200 - Catering inc (visitors & staf),12/15/2023,STAFF Dinner/Breakfast charges,-19.1
530200 - Catering inc (visitors & staf),12/16/2023,STAFF Dinner/Breakfast charges,-39.45
530200 - Catering inc (visitors & staf),12/20/2023,STAFF Dinner/Breakfast charges,-17.93
530200 - Catering inc (visitors & staf),01/06/2024,STAFF Dinner/Breakfast charges,-88.77
530200 - Catering inc (visitors & staf),01/06/2024,STAFF Dinner/Breakfast charges,-9.86
530200 - Catering inc (visitors & staf),01/09/2024,STAFF Dinner/Breakfast charges,-19.73
530200 - Catering inc (visitors & staf),01/10/2024,STAFF Dinner/Breakfast charges,-49.32
530200 - Catering inc (visitors & staf),01/11/2024,STAFF Dinner/Breakfast charges,-9.86
530200 - Catering inc (visitors & staf),01/12/2024,STAFF Dinner/Breakfast charges,-9.86
530200 - Catering inc (visitors & staf),01/13/2024,STAFF Dinner/Breakfast charges,-54.25
530200 - Catering inc (visitors & staf),01/16/2024,STAFF Dinner/Breakfast charges,-54.25
530200 - Catering inc (visitors & staf),01/17/2024,STAFF Dinner/Breakfast charges,-142.13
530200 - Catering inc (visitors & staf),01/17/2024,STAFF Dinner/Breakfast charges,-9.86
530200 - Catering inc (visitors & staf),01/18/2024,STAFF Dinner/Breakfast charges,-39.45
530200 - Catering inc (visitors & staf),01/19/2024,STAFF Dinner/Breakfast charges,-19.73
530200 - Catering inc (visitors & staf),01/20/2024,STAFF Dinner/Breakfast charges,-9.86
530200 - Catering inc (visitors & staf),01/23/2024,STAFF Dinner/Breakfast charges,-34.52
530200 - Catering inc (visitors & staf),01/24/2024,STAFF Dinner/Breakfast charges,-41.7
530200 - Catering inc (visitors & staf),01/24/2024,STAFF Dinner/Breakfast charges,-19.73
530200 - Catering inc (visitors & staf),01/25/2024,STAFF Dinner/Breakfast charges,-19.73
530200 - Catering inc (visitors & staf),01/26/2024,STAFF Dinner/Breakfast charges,-14.8
